Time,TAPPLE_BID,TAPPLE_ASK,APPCHAT_BID,APPCHAT_ASK,BESLA_BID,BESLA_ASK,TAB_BID,TAB_ASK
792,119.90,119.94,18.14,18.16,262.24,262.30,571.60,571.84,
793,119.73,119.77,18.25,18.27,259.73,259.79,567.48,567.72,
794,119.74,119.78,18.37,18.39,256.65,256.71,565.43,565.67,
795,119.97,120.01,18.37,18.39,254.99,255.05,564.93,565.17,
796,119.36,119.40,18.42,18.44,253.13,253.19,562.85,563.09,
797,119.22,119.26,18.45,18.47,253.71,253.77,563.03,563.27,
798,119.22,119.26,18.42,18.44,250.72,250.78,559.78,560.02,
799,119.10,119.14,18.39,18.41,250.06,250.12,558.19,558.43,
800,118.72,118.76,18.42,18.44,251.05,251.11,559.77,560.01,
801,119.68,119.72,18.38,18.40,251.08,251.14,561.26,561.50,
802,119.47,119.51,18.31,18.33,250.66,250.72,561.59,561.83,
803,120.10,120.14,18.33,18.35,253.65,253.71,564.76,565.00,
804,120.17,120.21,18.40,18.42,253.49,253.55,564.88,565.12,
805,119.77,119.81,18.41,18.43,253.49,253.55,564.01,564.25,
806,119.63,119.67,18.36,18.38,253.76,253.82,565.17,565.41,
807,118.72,118.76,18.36,18.38,254.64,254.70,564.79,565.03,
808,118.79,118.83,18.37,18.39,257.50,257.56,568.05,568.29,
809,119.26,119.30,18.45,18.47,258.59,258.65,570.91,571.15,
810,120.14,120.18,18.40,18.42,259.89,259.95,574.81,575.05,
811,119.97,120.01,18.46,18.48,258.60,258.66,573.82,574.06,
812,119.54,119.58,18.44,18.46,260.59,260.65,575.68,575.92,
813,120.15,120.19,18.38,18.40,261.93,261.99,576.50,576.74,
814,119.29,119.33,18.34,18.36,262.28,262.34,575.07,575.31,
815,119.84,119.88,18.39,18.41,263.16,263.22,577.97,578.21,
816,120.20,120.24,18.41,18.43,266.31,266.37,581.67,581.91,
817,120.99,121.03,18.33,18.35,267.29,267.35,583.59,583.83,
818,121.31,121.35,18.27,18.29,266.11,266.17,583.51,583.75,
819,120.52,120.56,18.36,18.38,267.98,268.04,583.30,583.54,
820,122.01,122.05,18.44,18.46,266.79,266.85,585.67,585.91,
821,122.83,122.87,18.42,18.44,265.24,265.30,584.31,584.55,
822,122.01,122.05,18.37,18.39,264.08,264.14,580.78,581.02,
823,121.92,121.96,18.45,18.47,263.76,263.82,580.95,581.19,
824,122.21,122.25,18.44,18.46,266.46,266.52,584.39,584.63,
825,121.83,121.87,18.47,18.49,265.49,265.55,583.20,583.44,
826,122.22,122.26,18.44,18.46,266.16,266.22,584.66,584.90,
827,122.53,122.57,18.42,18.44,267.89,267.95,587.14,587.38,
828,123.49,123.53,18.43,18.45,269.58,269.64,589.49,589.73,
829,122.48,122.52,18.48,18.50,269.61,269.67,588.26,588.50,
830,121.73,121.77,18.52,18.54,269.09,269.15,587.47,587.71,
831,121.27,121.31,18.56,18.58,267.34,267.40,584.54,584.78,
832,121.08,121.12,18.60,18.62,267.06,267.12,584.53,584.77,
833,122.33,122.37,18.63,18.65,267.93,267.99,587.14,587.38,
834,122.10,122.14,18.56,18.58,266.46,266.52,583.81,584.05,
835,122.37,122.41,18.53,18.55,268.36,268.42,586.23,586.47,
836,122.56,122.60,18.51,18.53,270.15,270.21,586.91,587.15,
837,123.52,123.56,18.52,18.54,267.97,268.03,585.58,585.82,
838,124.04,124.08,18.49,18.51,268.08,268.14,586.64,586.88,
839,124.40,124.44,18.57,18.59,267.65,267.71,587.82,588.06,
840,124.06,124.10,18.67,18.69,268.85,268.91,589.16,589.40,
841,124.14,124.18,18.64,18.66,269.08,269.14,588.02,588.26,
842,124.32,124.36,18.67,18.69,269.20,269.26,587.78,588.02,
843,125.13,125.17,18.64,18.66,267.15,267.21,585.73,585.97,
844,124.82,124.86,18.63,18.65,268.72,268.78,586.69,586.93,
845,124.70,124.74,18.62,18.64,268.21,268.27,586.93,587.17,
846,124.26,124.30,18.70,18.72,267.74,267.80,586.14,586.38,
847,124.02,124.06,18.70,18.72,265.35,265.41,583.28,583.52,
848,124.29,124.33,18.71,18.73,262.81,262.87,581.63,581.87,
849,124.60,124.64,18.67,18.69,261.12,261.18,582.67,582.91,
850,125.07,125.11,18.67,18.69,262.36,262.42,586.83,587.07,
851,126.18,126.22,18.69,18.71,264.01,264.07,589.96,590.20,
852,125.83,125.87,18.59,18.61,263.99,264.05,588.88,589.12,
853,126.27,126.31,18.52,18.54,264.60,264.66,589.88,590.12,
854,126.65,126.69,18.61,18.63,266.36,266.42,592.23,592.47,
855,127.24,127.28,18.50,18.52,266.60,266.66,592.96,593.20,
856,127.07,127.11,18.47,18.49,264.98,265.04,591.72,591.96,
857,127.54,127.58,18.41,18.43,266.17,266.23,594.54,594.78,
858,127.50,127.54,18.43,18.45,265.54,265.60,594.63,594.87,
859,127.83,127.87,18.46,18.48,265.16,265.22,595.43,595.67,
860,128.53,128.57,18.53,18.55,264.73,264.79,597.56,597.80,
861,127.34,127.38,18.59,18.61,267.24,267.30,598.01,598.25,
862,127.46,127.50,18.65,18.67,269.12,269.18,601.10,601.34,
863,127.72,127.76,18.71,18.73,268.60,268.66,600.94,601.18,
864,127.37,127.41,18.74,18.76,268.65,268.71,599.52,599.76,
865,127.32,127.36,18.64,18.66,266.25,266.31,596.61,596.85,
866,127.81,127.85,18.61,18.63,268.40,268.46,598.38,598.62,
867,127.43,127.47,18.63,18.65,272.15,272.21,602.26,602.50,
868,127.52,127.56,18.67,18.69,271.16,271.22,601.28,601.52,
869,127.39,127.43,18.69,18.71,272.16,272.22,601.11,601.35,
870,126.50,126.54,18.59,18.61,271.17,271.23,596.70,596.94,
871,126.09,126.13,18.53,18.55,271.23,271.29,596.33,596.57,
872,126.09,126.13,18.64,18.66,268.88,268.94,595.28,595.52,
873,125.71,125.75,18.61,18.63,270.22,270.28,595.55,595.79,
874,125.15,125.19,18.62,18.64,269.71,269.77,593.23,593.47,
875,124.51,124.55,18.64,18.66,268.72,268.78,592.05,592.29,
876,125.19,125.23,18.74,18.76,269.71,269.77,595.60,595.84,
877,125.01,125.05,18.75,18.77,272.61,272.67,598.64,598.88,
878,125.77,125.81,18.76,18.78,273.71,273.77,601.20,601.44,
879,125.82,125.86,18.76,18.78,275.17,275.23,603.80,604.04,
880,125.27,125.31,18.74,18.76,273.52,273.58,599.49,599.73,
881,125.66,125.70,18.72,18.74,275.08,275.14,601.94,602.18,
882,125.06,125.10,18.76,18.78,275.58,275.64,601.42,601.66,
883,125.05,125.09,18.81,18.83,275.91,275.97,602.07,602.31,
884,125.22,125.26,18.78,18.80,274.39,274.45,601.16,601.40,
885,125.36,125.40,18.76,18.78,274.81,274.87,600.76,601.00,
886,125.05,125.09,18.80,18.82,274.27,274.33,599.80,600.04,
887,125.64,125.68,18.73,18.75,276.92,276.98,602.62,602.86,
888,125.70,125.74,18.78,18.80,276.63,276.69,602.93,603.17,
889,125.43,125.47,18.85,18.87,273.95,274.01,600.73,600.97,
890,124.87,124.91,18.74,18.76,275.24,275.30,600.10,600.34,
891,124.70,124.74,18.74,18.76,273.57,273.63,598.67,598.91,
892,124.86,124.90,18.71,18.73,272.21,272.27,597.07,597.31,
893,124.80,124.84,18.71,18.73,271.83,271.89,596.14,596.38,
894,125.51,125.55,18.72,18.74,273.91,273.97,599.32,599.56,
895,125.29,125.33,18.79,18.81,271.88,271.94,597.49,597.73,
896,125.29,125.33,18.89,18.91,271.87,271.93,597.82,598.06,
897,124.99,125.03,18.84,18.86,271.99,272.05,596.72,596.96,
898,125.13,125.17,18.85,18.87,272.84,272.90,598.13,598.37,
899,124.87,124.91,18.78,18.80,270.76,270.82,594.66,594.90,
900,125.15,125.19,18.73,18.75,269.55,269.61,593.56,593.80,
901,124.84,124.88,18.73,18.75,266.66,266.72,590.87,591.11,
902,124.09,124.13,18.76,18.78,262.99,263.05,586.52,586.76,
903,123.56,123.60,18.81,18.83,260.80,260.86,582.65,582.89,
904,123.65,123.69,18.88,18.90,261.71,261.77,584.45,584.69,
905,123.59,123.63,18.78,18.80,264.45,264.51,586.76,587.00,
906,123.81,123.85,18.78,18.80,262.59,262.65,585.92,586.16,
907,123.66,123.70,18.87,18.89,265.09,265.15,586.99,587.23,
908,123.65,123.69,18.89,18.91,262.34,262.40,584.70,584.94,
909,124.37,124.41,19.01,19.03,261.84,261.90,586.30,586.54,
910,124.33,124.37,19.08,19.10,263.54,263.60,587.18,587.42,
911,123.98,124.02,19.06,19.08,264.82,264.88,587.97,588.21,
912,124.21,124.25,19.14,19.16,262.77,262.83,587.02,587.26,
913,124.14,124.18,19.20,19.22,259.07,259.13,583.06,583.30,
914,124.12,124.16,19.21,19.23,258.96,259.02,583.73,583.97,
915,123.62,123.66,19.31,19.33,261.39,261.45,584.06,584.30,
916,124.39,124.43,19.33,19.35,264.38,264.44,588.33,588.57,
917,124.47,124.51,19.34,19.36,265.52,265.58,589.49,589.73,
918,124.56,124.60,19.34,19.36,265.86,265.92,590.90,591.14,
919,124.70,124.74,19.37,19.39,265.06,265.12,590.79,591.03,
920,124.42,124.46,19.48,19.50,262.74,262.80,589.33,589.57,
921,125.10,125.14,19.42,19.44,263.79,263.85,591.58,591.82,
922,124.81,124.85,19.28,19.30,265.34,265.40,591.72,591.96,
923,124.92,124.96,19.28,19.30,262.67,262.73,589.73,589.97,
924,125.02,125.06,19.25,19.27,263.42,263.48,589.37,589.61,
925,125.79,125.83,19.28,19.30,261.66,261.72,589.09,589.33,
926,125.80,125.84,19.21,19.23,259.88,259.94,588.54,588.78,
927,125.09,125.13,19.28,19.30,263.99,264.05,591.21,591.45,
928,124.51,124.55,19.21,19.23,263.38,263.44,589.85,590.09,
929,123.41,123.45,19.30,19.32,262.39,262.45,586.46,586.70,
930,123.85,123.89,19.26,19.28,261.03,261.09,585.59,585.83,
931,124.31,124.35,19.24,19.26,261.02,261.08,586.70,586.94,
932,124.34,124.38,19.32,19.34,261.79,261.85,588.62,588.86,
933,124.55,124.59,19.23,19.25,260.65,260.71,588.08,588.32,
934,124.65,124.69,19.22,19.24,261.00,261.06,589.16,589.40,
935,125.12,125.16,19.27,19.29,260.27,260.33,589.22,589.46,
936,125.29,125.33,19.35,19.37,260.48,260.54,590.89,591.13,
937,125.50,125.54,19.47,19.49,259.22,259.28,591.83,592.07,
938,125.64,125.68,19.47,19.49,257.88,257.94,590.41,590.65,
939,126.06,126.10,19.48,19.50,259.13,259.19,592.92,593.16,
940,126.19,126.23,19.48,19.50,257.85,257.91,592.86,593.10,
941,125.95,125.99,19.33,19.35,256.20,256.26,590.12,590.36,
942,125.94,125.98,19.21,19.23,256.42,256.48,589.65,589.89,
943,125.46,125.50,19.16,19.18,254.89,254.95,586.75,586.99,
944,125.05,125.09,19.29,19.31,254.72,254.78,586.46,586.70,
945,125.09,125.13,19.20,19.22,256.21,256.27,586.85,587.09,
946,125.06,125.10,19.23,19.25,256.50,256.56,587.48,587.72,
947,124.28,124.32,19.36,19.38,257.37,257.43,586.92,587.16,
948,124.08,124.12,19.39,19.41,256.57,256.63,585.38,585.62,
949,123.70,123.74,19.34,19.36,254.87,254.93,582.83,583.07,
950,123.92,123.96,19.26,19.28,253.31,253.37,581.61,581.85,
951,123.48,123.52,19.17,19.19,251.57,251.63,577.86,578.10,
952,123.70,123.74,19.22,19.24,250.90,250.96,578.19,578.43,
953,124.04,124.08,19.25,19.27,252.63,252.69,579.78,580.02,
954,123.89,123.93,19.28,19.30,253.56,253.62,581.01,581.25,
955,123.39,123.43,19.28,19.30,251.35,251.41,578.79,579.03,
956,123.32,123.36,19.29,19.31,251.66,251.72,578.95,579.19,
957,122.77,122.81,19.32,19.34,252.30,252.36,578.47,578.71,
958,123.00,123.04,19.40,19.42,253.70,253.76,580.46,580.70,
959,123.26,123.30,19.32,19.34,253.24,253.30,580.47,580.71,
960,123.73,123.77,19.25,19.27,251.82,251.88,578.74,578.98,
961,124.51,124.55,19.26,19.28,251.09,251.15,579.35,579.59,
962,124.64,124.68,19.19,19.21,250.42,250.48,578.06,578.30,
963,124.09,124.13,19.21,19.23,251.01,251.07,576.85,577.09,
964,124.85,124.89,19.27,19.29,253.28,253.34,580.64,580.88,
965,124.34,124.38,19.37,19.39,249.76,249.82,576.41,576.65,
966,124.90,124.94,19.49,19.51,249.52,249.58,577.78,578.02,
967,125.15,125.19,19.39,19.41,249.80,249.86,578.09,578.33,
968,125.26,125.30,19.31,19.33,249.77,249.83,578.19,578.43,
969,126.20,126.24,19.29,19.31,248.63,248.69,578.58,578.82,
970,127.19,127.23,19.37,19.39,246.86,246.92,578.69,578.93,
971,127.07,127.11,19.44,19.46,248.48,248.54,580.60,580.84,
972,128.08,128.12,19.41,19.43,245.98,246.04,579.41,579.65,
973,128.64,128.68,19.36,19.38,246.91,246.97,581.57,581.81,
974,129.18,129.22,19.29,19.31,247.31,247.37,582.56,582.80,
975,129.53,129.57,19.34,19.36,247.49,247.55,583.74,583.98,
976,128.45,128.49,19.50,19.52,249.85,249.91,584.72,584.96,
977,128.13,128.17,19.46,19.48,250.24,250.30,584.11,584.35,
978,128.99,129.03,19.56,19.58,251.00,251.06,587.26,587.50,
979,128.09,128.13,19.59,19.61,249.67,249.73,584.35,584.59,
980,127.38,127.42,19.65,19.67,250.04,250.10,583.85,584.09,
981,127.74,127.78,19.65,19.67,253.47,253.53,587.69,587.93,
982,127.54,127.58,19.53,19.55,253.85,253.91,587.09,587.33,
983,127.45,127.49,19.57,19.59,254.70,254.76,587.54,587.78,
984,127.61,127.65,19.53,19.55,251.75,251.81,585.07,585.31,
985,127.80,127.84,19.57,19.59,249.10,249.16,582.82,583.06,
986,127.02,127.06,19.54,19.56,249.58,249.64,581.40,581.64,
987,127.62,127.66,19.52,19.54,251.88,251.94,584.98,585.22,
988,127.27,127.31,19.43,19.45,250.17,250.23,582.38,582.62,
989,127.27,127.31,19.36,19.38,247.08,247.14,579.15,579.39,
990,127.18,127.22,19.37,19.39,245.62,245.68,577.43,577.67,
991,127.28,127.32,19.45,19.47,246.60,246.66,578.91,579.15,
992,126.76,126.80,19.52,19.54,246.79,246.85,578.36,578.60,
993,126.48,126.52,19.54,19.56,244.64,244.70,575.76,576.00,
994,125.84,125.88,19.62,19.64,245.34,245.40,575.41,575.65,
995,126.04,126.08,19.63,19.65,242.09,242.15,572.67,572.91,
996,125.54,125.58,19.80,19.82,243.34,243.40,573.56,573.80,
997,126.18,126.22,19.82,19.84,244.50,244.56,576.11,576.35,
998,126.59,126.63,19.81,19.83,244.17,244.23,576.53,576.77,
999,126.29,126.33,19.81,19.83,246.21,246.27,578.01,578.25,
1000,125.61,125.65,19.77,19.79,245.57,245.63,575.83,576.07,
